iteration,mae,mse,rmse,psnr,ssim
iteration_2500,0.0051206322,0.00017650214,0.013285411,37.53250036467819,0.9385231060626993
iteration_5000,0.0046792896,0.00012699267,0.011269103,38.96221472802856,0.9410151489524224
iteration_7500,0.004534451,0.00012802123,0.011314646,38.92717988796904,0.9394192014278262
iteration_10000,0.0044974214,0.00012458471,0.011161752,39.04535395399487,0.9434931652307402
