iteration,mae,mse,rmse,psnr,ssim
iteration_2500,0.004951342,0.000111416215,0.010555388,39.53051746974427,0.9370922176105465
iteration_5000,0.004681234,9.683814e-05,0.009840637,40.13953508125452,0.9419620259209577
iteration_7500,0.004656727,0.0001002446,0.010012222,39.98939104347634,0.9472774699111892
iteration_10000,0.0048015043,0.00010601978,0.010296591,39.74613063126134,0.9578140677001497
