iteration,mae,mse,rmse,psnr,ssim
iteration_2500,0.0047683488,9.8555814e-05,0.009927528,40.06317654215585,0.9396728105225106
iteration_5000,0.0045854715,9.9386314e-05,0.009969269,40.02673019254475,0.9428486449090678
iteration_5500,0.004505576,8.905458e-05,0.009436874,40.50343309846545,0.9442303672401107
iteration_6000,0.0044682776,9.058547e-05,0.00951764,40.42941464706814,0.9451180886544361
iteration_6500,0.004459315,8.769351e-05,0.009364481,40.57032823701156,0.9461377564466533
iteration_7000,0.0044143074,8.590017e-05,0.0092682345,40.6600626874815,0.9480789752425629
iteration_7500,0.004497297,9.328423e-05,0.009658376,40.30191360936712,0.9488323515427907
iteration_10000,0.0046029114,9.658789e-05,0.009827914,40.150772422826186,0.9596635486080689
