iteration,mae,mse,rmse,psnr,ssim
iteration_2500,0.005629295,0.00015269402,0.0123569425,38.161784109675395,0.927329384252237
iteration_5000,0.0055151912,0.00015017975,0.012254785,38.23388938408273,0.9292032314763377
iteration_7500,0.0055323076,0.00015397204,0.012408547,38.12557375208381,0.9333454027430033
iteration_10000,0.0057678246,0.00017014556,0.013043986,37.69179336073649,0.9447939300734909
