iteration,mae,mse,rmse,psnr,ssim
iteration_2500,0.0056124805,0.00015050116,0.012267891,38.2246020096622,0.926945753879737
iteration_5000,0.0054304684,0.00014279812,0.011949817,38.452784151635896,0.9299331988975525
iteration_7500,0.0053897994,0.00014414686,0.012006118,38.411950379573184,0.9342183775457338
iteration_10000,0.005570904,0.00015656702,0.012512675,38.053002121741976,0.9467372008761389
