iteration,mae,mse,rmse,psnr,ssim
iteration_2500,0.0056081377,0.00015047529,0.012266837,38.22534691761728,0.9271667610023191
iteration_5000,0.005453278,0.00014495771,0.012039838,38.387586796775885,0.9296739155327288
iteration_7500,0.005437554,0.00014734933,0.012138753,38.31651660098602,0.9337437601516376
iteration_10000,0.0056259297,0.00016037919,0.012664091,37.94852015744458,0.946235686489758
